case_id,surveytime,module_end,scales_first,self_first,condition,sex_submit,sex_clicks,gender_submit,gender_clicks,firstord_submit,firstord_clicks,thirdord_submit,thirdord_clicks,natenviy,natcrimy,nateducy,natarmsy,natsci,natfarey,discaffm,posslqy,wrkstat_fulltime,wrkstat_parttime,wrkstat_notatwork,wrkstat_unemployed,wrkstat_retired,wrkstat_school,wrkstat_keephouse,wrkstat_other,wrkstat_other_text,weekswrk,fear_sa,fear_ipv,fear_aqnt,fear_strn,fear_murd,protect_alarm,protect_firearm,protect_knife,protect_mace,protect_taser,protect_whistle,protect_other,protect_other_text,protect_none,viol_throw,viol_push,viol_hit,viol_hitobj,viol_burn,viol_sa,viol_chokedrown,viol_knifegun,viol_stabshot,viol_none,perp_stranger,perp_school,perp_work,perp_neighbor,perp_friend,perp_relative,perp_lover,perp_partner,perp_other,perp_other_text,class,finalter,hispanic_binary,hispanic_detail,hispanic_other_text,white,black,amerind,asianind,chinese,filipino,japanese,korean,vietnamese,otherasian,hawaiian,guamcham,samoan,pacisland,otherrace,otherrace_text,discaff,marhomo,happy,health,mntlhlth,prtypref,prtypref_other_text,polviews,born,parborn,granborn,grade,diploma,coldegree,coldegree_type,earnrs,income06,dwelown,dwelown_other_text,cohort,firstord_fem,firstord_masc,thirdord_fem,thirdord_masc,sex,gender,gender_other_text,arrest,lockedup,rhhwork,famfinan,earnshh,cutahead,volchrty,givchrty,helpaway,carried,talkedto,hrdshp1,hrdshp4,hrdshp5,hrdshp7,partners,sexfreq,sexornt,sexsex18,cisgender,female,male,woman,man,gnlh,trans_direct,trans_indirect,polar1,polar3,crossgen1,crossgen3,notconven1,notconven3,married,fear_avg,protect_count,viol_count,race_count,race_detail,race_gss,goodhealth,health_3cat,educ,inc_cont,age,region_census,region_gss
873,602,no,yes,yes,1,5.8850002,1,4.6269999,1,6.8509998,2,6.7839999,2,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,yes,no,no,no,no,no,no,no,,50,2,Not at all afraid,1,2,2,no,no,no,no,no,no,no,,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Fair,4,Democrat,,Liberal,yes,yes,yes,12th,yes,no,,3,"$40,000-49,999",Own/buying,,1967,5,1,Very,Not at all,Female,Woman,,no,no,10,,,At least once a month,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,At least once a week,No,No,Yes,No,None,Not at all,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,1.4,0,1,1,White,White,fair/poor,fair/poor,12,4.5,47,West South Central,South
874,354,yes,yes,no,6,3.7309999,1,3.184,1,7.447,2,7.8860002,3,Spending the right amount,Spending the right amount,Spending the right amount,Spending the right amount,Spending the right amount,Spending the right amount,not very likely,no partner,no,no,no,yes,no,no,no,no,,0,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,lower class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly disagree,Pretty happy,Good,28,Republican,,Conservative,yes,yes,yes,12th,yes,yes,Bachelor's,1,"$12,500-14,999",Paying rent,,1985,1,4,1,5,Male,Man,,no,no,5,,,At least once in the past year,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,No,No,No,No,None,Not at all,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,4,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,0,1,White,White,good/excellent,good,16,1.375,29,Pacific,West
875,945,no,yes,yes,1,3.7219999,1,2.858,1,5.4980001,3,6.6240001,3,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,living with partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Disagree,Pretty happy,Good,0,Democrat,,Slightly liberal,yes,yes,no,12th,yes,yes,Bachelor's,1,"$90,000-109,999",Paying rent,,1986,2,4,2,4,Male,Man,,yes,no,4,Keep money separate,I have a much higher income,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,No,No,No,No,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,2,2,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,0,1,White,White,good/excellent,good,16,10,28,Middle Atlantic,Northeast
876,553,yes,no,yes,7,3.4630001,1,24.676001,1,9.4189997,2,13.944,2,Spending too little,Spending too much,Spending too much,Spending too much,Spending too much,Spending too much,not very likely,no partner,yes,no,no,no,no,no,no,no,,48,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,yes,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly disagree,Very happy,Good,0,Democrat,,Conservative,yes,yes,yes,12th,yes,no,,1,"$110,000-129,999",Own/buying,,1978,5,1,4,3,Female,Woman,,no,no,2,,,At least once a week,Not at all in past year,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,,,,,None,Not at all,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,1,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,1,0,1,Black/AfAm,Black,good/excellent,good,12,12,36,South Atlantic,South
877,555,no,yes,no,2,3.9130001,1,4.803,3,4.2420001,2,8.04,3,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,married and living with spouse,no,no,no,no,no,no,yes,yes,freelance,30,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,n/a,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Very happy,Good,2,Democrat,,Liberal,yes,yes,yes,12th,yes,no,,2,"$30,000-34,999",Own/buying,,1981,5,Not at all,5,Not at all,Female,Woman,,no,no,4,Pool the money,Spouse/partner has much higher income,At least once in the past year,Not at all in past year,At least once a month,At least once in the past year,At least once in the past year,At least once a month,No,No,Yes,No,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,5,5,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,0,0,1,White,White,good/excellent,good,12,3.25,33,Middle Atlantic,Northeast
878,368,no,no,yes,3,2.875,1,2.302,1,9.1079998,4,5.7719998,3,Spending too little,Spending too much,Spending too little,Spending too little,Spending too little,Spending too much,very likely,not living with spouse/partner,no,yes,no,no,no,yes,no,no,,20,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,yes,no,no,no,yes,Baseball bat,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Excellent,0,Independent,,Moderate,yes,yes,yes,12th,yes,yes,Associate,2,"$50,000-59,999",Own/buying,,1993,1,5,1,Very,Male,Man,,no,no,1,Keep money separate,We have about the same income,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,At least once in the past year,At least once in the past year,N/A,N/A,N/A,N/A,2,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,4,5,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,2,4,1,White,White,good/excellent,excellent,14,5.5,21,South Atlantic,South
880,287,no,yes,no,2,4.9720001,2,1.853,1,3.092,2,3.2780001,2,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,living with partner,yes,no,no,no,no,no,no,no,,52,1,Not at all afraid,Not at all afraid,1,1,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Very happy,Good,0,Democrat,,Liberal,yes,yes,yes,12th,yes,no,,2,"$60,000-74,999",Paying rent,,1986,4,2,5,1,Female,Woman,,no,no,6,Pool the money,We have about the same income,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,No,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,2,4,SR conforming,RA conforming,SR conforming,RA conforming,no,.60000002,0,0,1,White,White,good/excellent,good,12,6.75,28,Pacific,West
881,508,no,no,yes,3,3.085,1,3.01,1,7.7870002,3,9.9370003,2,Spending too little,Spending too little,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,no,yes,no,no,no,no,no,no,,40,Not at all afraid,Not at all afraid,1,3,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Not too happy,Fair,15,Democrat,,Extremely liberal,yes,yes,no,12th,yes,yes,Associate,1,"$30,000-34,999",Own/buying,,1959,2,5,Not at all,4,Male,Man,,yes,yes,4,,,At least once in the past year,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,At least once in the past year,Yes,Yes,Yes,Yes,None,Not at all,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,4,SR conforming,RA conforming,SR conforming,RA conforming,no,.80000001,0,0,1,White,White,fair/poor,fair/poor,14,3.25,55,Pacific,West
882,639,yes,yes,no,6,9.5939999,1,10.794,1,7.3979998,2,12.573,2,Spending the right amount,Spending too little,Spending too little,Spending too much,Spending too little,Spending too much,somewhat likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,1,2,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Very happy,Fair,2,Democrat,,Slightly conservative,yes,yes,yes,12th,yes,no,,2,"$40,000-49,999",Paying rent,,1985,Not at all,Very,1,Very,Male,Man,,no,no,5,Pool the money,Spouse/partner has no income,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once a month,No,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,5,SR conforming,RA conforming,SR conforming,RA conforming,yes,.60000002,0,0,1,White,White,fair/poor,fair/poor,12,4.5,29,West South Central,South
883,453,yes,yes,no,6,4.053,1,2.8800001,1,4.0380001,2,4.9749999,2,Spending too much,Spending too little,Spending too little,Spending too little,Spending the right amount,Spending too much,somewhat likely,living with partner,no,no,no,no,no,no,yes,no,,4,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly disagree,Pretty happy,Good,0,Republican,,Conservative,yes,yes,yes,12th,yes,no,,2,"$40,000-49,999",Own/buying,,1982,5,Not at all,5,Not at all,Female,Woman,,no,no,30,"I manage money, give to spouse/partner",Spouse/partner has higher income,At least once a month,At least once in the past year,At least once in the past year,Not at all in past year,At least once a week,At least once in the past year,No,No,No,No,1,About once a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,5,5,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,1,0,1,White,White,good/excellent,good,12,4.5,32,West North Central,Midwest
884,431,no,no,yes,3,3.7950001,1,3.0669999,1,13.302,2,7.5539999,3,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,yes,no,no,no,no,no,no,no,,44,1,Not at all afraid,Not at all afraid,1,1,no,no,no,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,2,Independent,,Slightly liberal,yes,yes,yes,12th,yes,yes,Bachelor's,1,"$17,500-19,999",Own/buying,,1989,4,3,5,2,Female,Woman,,no,no,7,,,At least once a month,At least once in the past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once in the past year,,,,,None,Not at all,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,1,3,SR conforming,RA conforming,SR conforming,RA conforming,no,.60000002,1,0,1,White,White,good/excellent,good,16,1.875,25,East North Central,Midwest
885,443,no,yes,yes,1,4.756,2,3.777,1,5.2319999,2,3.9690001,2,Spending too little,Spending the right amount,Spending too little,Spending the right amount,Spending too little,Spending too much,very likely,living with partner,yes,no,no,no,no,no,no,no,,52,5,Not at all afraid,Not at all afraid,3,Not at all afraid,no,yes,yes,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly disagree,Not too happy,Excellent,15,Democrat,,Liberal,yes,yes,yes,12th,yes,yes,Associate,2,"$110,000-129,999",Own/buying,,1983,4,1,3,3,Female,Woman,,yes,yes,8,"Spouse/partner manages money, gives to me",Spouse/partner has higher income,At least once in the past year,At least once in the past year,At least once a month,Not at all in past year,At least once in the past year,At least once a month,No,Yes,Yes,Yes,5-10,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,Not at all polar,SR conforming,RA conforming,SR conforming,RA nonconforming,no,1.6,3,0,1,White,White,good/excellent,excellent,14,12,31,East North Central,Midwest
886,382,yes,no,yes,7,2.9119999,1,2.3,1,6.184,2,4.1799998,2,Spending too little,Spending too much,Spending too little,Spending the right amount,Spending too little,Spending too little,very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,2,1,no,yes,yes,no,no,yes,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly agree,Pretty happy,Good,5,Independent,,Moderate,yes,yes,yes,12th,yes,yes,Bachelor's,2,"$75,000-89,999",Paying rent,,1982,1,Very,Not at all,Very,Male,Man,,no,no,10,Pool the money,I have a higher income,At least once a week,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,At least once a month,Yes,,,,1,About once a month,Bisexual,"Some men, mostly women",yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,5,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,.60000002,3,0,1,White,White,good/excellent,good,16,8.25,32,East South Central,South
887,387,no,no,yes,3,2.26,1,3.221,1,6.7090001,2,4.9330001,2,Spending too much,Spending the right amount,Spending too little,Spending the right amount,Spending too little,Spending the right amount,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,1,1,no,yes,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Very happy,Good,0,Independent,,Moderate,yes,yes,yes,12th,yes,yes,Bachelor's,2,"$60,000-74,999",Own/buying,,1985,1,5,1,5,Male,Man,,yes,no,15,Pool the money,I have a much higher income,At least once a month,At least once a month,At least once a week,Not at all in past year,At least once in the past year,At least once in the past year,,,,,1,2-3 times a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,4,4,SR conforming,RA conforming,SR conforming,RA conforming,yes,.40000001,2,0,1,White,White,good/excellent,good,16,6.75,29,East South Central,South
888,435,no,yes,yes,1,3.461,1,2.9219999,1,10.223,3,5.849,2,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending the right amount,Spending too little,not very likely,married and living with spouse,no,no,no,no,no,no,yes,no,,0,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,yes,Dogs,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,lower class,stayed the same,no,Not Hispanic,,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Not too happy,Good,30,Independent,,Slightly liberal,yes,yes,yes,12th,yes,no,,1,"$25,000-29,999",Paying rent,,1978,5,1,5,1,Female,Woman,,no,no,7,"Pool some money, keep some separate",Spouse/partner has higher income,At least once in the past year,At least once a month,At least once in the past year,At least once in the past year,Not at all in past year,At least once a week,No,Yes,No,Yes,1,2-3 times a month,"Heterosexual, straight","Some women, mostly men",yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,4,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,1,0,2,Multiracial,Another race(s),good/excellent,good,12,2.75,36,Pacific,West
889,514,no,no,yes,3,5.9330001,1,3.411,1,4.402,2,4.7480001,2,Spending too little,Spending too little,Spending too much,Spending too much,Spending too little,Spending too little,somewhat likely,living with partner,yes,no,no,no,no,no,no,no,,1,3,2,3,3,2,yes,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Agree,Pretty happy,Good,0,Republican,,Moderate,yes,yes,yes,12th,yes,no,,0,"$40,000-49,999",Paying rent,,1975,5,1,5,1,Female,Woman,,no,no,0,"I manage money, give to spouse/partner",I have a higher income,At least once a month,At least once in the past year,At least once in the past year,At least once a month,At least once in the past year,At least once in the past year,,Yes,,,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,4,SR conforming,RA conforming,SR conforming,RA conforming,no,2.5999999,1,0,1,White,White,good/excellent,good,12,4.5,39,South Atlantic,South
890,1092,yes,yes,no,6,3.4879999,2,2.3410001,1,4.7740002,2,4.3940001,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,somewhat likely,not living with spouse/partner,no,no,no,no,no,yes,no,no,,36,Not at all afraid,Not at all afraid,Not at all afraid,2,Not at all afraid,no,no,no,no,no,no,no,,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Not too happy,Fair,15,Democrat,,Liberal,yes,yes,yes,12th,yes,yes,Bachelor's,4,">$150,000",Paying rent,,1991,1,4,2,5,Male,Man,,no,no,4,Keep money separate,Spouse/partner has higher income,At least once a month,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,At least once a week,No,Yes,Yes,No,1,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,no,.40000001,0,1,1,White,White,fair/poor,fair/poor,16,16,23,East North Central,Midwest
891,1390,no,no,yes,3,3.0469999,1,3.0599999,1,4.2480001,2,6.052,2,Spending too little,Spending the right amount,Spending the right amount,Spending too much,Spending too little,Spending too little,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,yes,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,lower class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Excellent,0,Independent,,Extremely liberal,yes,yes,no,12th,yes,no,,1,"$20,000-22,499",Paying rent,,1983,3,3,4,Not at all,Female,Woman,,no,no,2,Pool the money,Spouse/partner has no income,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,,,Yes,,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Not at all polar,4,SR conforming,RA conforming,SR nonconforming,RA conforming,yes,Not at all afraid,2,0,1,White,White,good/excellent,excellent,12,2.125,31,Pacific,West
892,754,no,no,no,4,6.277,1,3.918,1,7.4949999,2,19.634001,2,Spending too much,Spending the right amount,Spending too much,Spending too little,Spending the right amount,Spending too much,somewhat likely,married and living with spouse,no,no,no,no,no,no,yes,no,,0,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,yes,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly disagree,Not too happy,Fair,10,Independent,,Extremely conservative,yes,yes,yes,12th,yes,no,,1,"$90,000-109,999",Own/buying,,1967,5,Not at all,5,Not at all,Female,Woman,,no,no,6,"Spouse/partner manages money, gives to me",I have no income,At least once a month,Not at all in past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once a week,No,No,Yes,No,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,5,5,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,2,0,1,White,White,fair/poor,fair/poor,12,10,47,South Atlantic,South
893,479,yes,yes,no,6,3.6719999,1,3.7030001,1,28.421,4,18.062,4,Spending too little,Spending too little,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,no,no,no,yes,no,no,no,no,,0,4,4,3,4,3,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,lower class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Neither agree nor disagree,Not too happy,Good,30,Democrat,,Liberal,yes,yes,yes,12th,yes,no,,0,"$3,000-3,999",Paying rent,,1972,3,3,4,2,Female,Woman,,no,no,7,,,Not at all in past year,Not at all in past year,Not at all in past year,At least once in the past year,Not at all in past year,Not at all in past year,N/A,N/A,N/A,Yes,None,Not at all,"Heterosexual, straight",None,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Not at all polar,2,SR conforming,RA conforming,SR nonconforming,RA conforming,no,3.5999999,0,0,1,White,White,good/excellent,good,12,.34999999,42,South Atlantic,South
894,564,no,yes,yes,1,3.777,1,2.78,1,31.052999,6,8.4040003,2,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,1,1,yes,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,6,Independent,,Slightly liberal,yes,yes,yes,12th,yes,yes,Associate,2,"$60,000-74,999",Own/buying,,1981,3,3,2,4,Male,Man,,no,no,7,Pool the money,We have about the same income,At least once a month,At least once a month,At least once a month,At least once in the past year,Not at all in past year,At least once in the past year,Yes,No,No,No,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Not at all polar,2,SR conforming,RA conforming,SR nonconforming,RA conforming,yes,.40000001,1,0,1,White,White,good/excellent,good,14,6.75,33,East South Central,South
895,420,yes,no,yes,7,24.719,1,2.8710001,1,4.8410001,2,3.72,2,Spending too little,Spending too little,Spending too little,Spending too much,Spending too much,Spending too little,very likely,not living with spouse/partner,yes,no,no,no,no,no,no,no,,30,Not at all afraid,Not at all afraid,Not at all afraid,1,Not at all afraid,yes,no,yes,no,no,yes,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Very happy,Excellent,0,Democrat,,Liberal,yes,no,no,12th,yes,yes,Bachelor's,5,"$130,000-149,999",Paying rent,,1989,Not at all,Very,Not at all,Very,Male,Man,,no,no,2,Pool the money,We have about the same income,Not at all in past year,At least once in the past year,At least once a month,At least once a month,At least once a month,At least once a month,N/A,N/A,N/A,N/A,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,.2,3,0,1,Black/AfAm,Black,good/excellent,excellent,16,14,25,Middle Atlantic,Northeast
